"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","female_log2FoldChange"
"TU5280","LOC111517755","G2931","probable cytochrome P450 6a23","refseq","XM_023174019.1","probable cytochrome P450 6a23","x",-1.93479646813773
"TU5281","LOC111517756","G2932","protein I'm not dead yet-like","refseq","XM_023174020.1","protein I'm not dead yet-like","=",1.37565106403107
"TU44192","LOC111516562","G26142","uncharacterized LOC111516562","refseq","XR_002723691.1","uncharacterized LOC111516562","=",-0.580935888719171
"TU44190","LOC111516561","G26140","probable malonyl-CoA-acyl carrier protein transacylase","refseq","XM_023172714.1","probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial","=",-0.49197851355764
"TU44191","LOC111516563","G26141","sodium-dependent noradrenaline transporter-like","refseq","XM_023172716.1","sodium-dependent noradrenaline transporter-like","c",-0.79209988905388
"TU11177","LOC111503551","G6228","uncharacterized LOC111503551","refseq","XR_002721891.1","uncharacterized LOC111503551, transcript variant X2","y",-21.8247738600838
"TU11174","LOC111503550","G6226","disheveled-associated activator of morphogenesis 1-A","refseq","XM_023157889.1","disheveled-associated activator of morphogenesis 1-A","j",-0.608797346281156
"TU14526","LOC111504929","G8169","exonuclease mut-7 homolog","refseq","XM_023159650.1","exonuclease mut-7 homolog","j",0.299599297740073
"TU2153","LOC111507865","G1165","uncharacterized protein YJR142W","refseq","XM_023163246.1","uncharacterized protein YJR142W","j",-0.794607242279605
"TU2152","LOC111507845","G1164","coatomer subunit gamma","refseq","XM_023163216.1","coatomer subunit gamma","=",0.421657351845223
"TU2151","LOC111507819","G1163","uncharacterized LOC111507819","refseq","XM_023163179.1","uncharacterized LOC111507819","=",-0.533981403558055
"TU8163","LOC111502375","G4538","uncharacterized LOC111502375","refseq","XM_023156446.1","uncharacterized LOC111502375, transcript variant X1","=",-1.62294901116143
"TU22831","LOC111508110","G12843","E3 ubiquitin-protein ligase MARCH3-like","refseq","XM_023163536.1","E3 ubiquitin-protein ligase MARCH3-like, transcript variant X1","=",2.28012508928283
"TU38256","LOC111514079","G22085","uncharacterized LOC111514079","refseq","XM_023170322.1","uncharacterized LOC111514079","j",-6.5978456673939
"TU38743","LOC111514266","G22409","oocyte zinc finger protein XlCOF19-like","refseq","XM_023170506.1","oocyte zinc finger protein XlCOF19-like","k",-0.826579814144854
"TU28687","LOC111510351","G16225","uncharacterized LOC111510351","refseq","XM_023166255.1","uncharacterized LOC111510351","=",2.01749878157517
"TU31741","LOC111511563","G18053","polycomb protein Scm","refseq","XM_023167590.1","polycomb protein Scm","j",-2.22924147754527
"TU42369","LOC111515770","G24804","probable trafficking protein particle complex subunit 2","refseq","XM_023171972.1","probable trafficking protein particle complex subunit 2","=",0.64420126914069
"TU28854","LOC111510434","G16317","uncharacterized LOC111510434","refseq","XM_023166352.1","uncharacterized LOC111510434","j",21.6377705997094
"TU13324","LOC111504460","G7493","NACHT and WD repeat domain-containing protein 2","refseq","XM_023159018.1","NACHT and WD repeat domain-containing protein 2","j",-1.29082534852822
"TU28532","LOC111510290","G16120","probable aconitate hydratase","refseq","XM_023166200.1","probable aconitate hydratase, mitochondrial","j",-1.47671278065581
"TU12059","LOC111503914","G6744","angio-associated migratory cell protein","refseq","XM_023158347.1","angio-associated migratory cell protein","=",-0.884659735252111
"TU12050","LOC111503911","G6737","cGMP-dependent 3'","refseq","XM_023158343.1","cGMP-dependent 3',5'-cyclic phosphodiesterase-like","=",0.525369328144387
"TU21110","LOC111507454","G11860","sensory neuron membrane protein 1-like","refseq","XM_023162754.1","sensory neuron membrane protein 1-like","=",1.57581189454585
"TU12583","LOC111504132","G7041","cytosolic 10-formyltetrahydrofolate dehydrogenase","refseq","XM_023158627.1","cytosolic 10-formyltetrahydrofolate dehydrogenase","i",-1.25537893427858
"TU21805","LOC111507724","G12241","calcium/calmodulin-dependent protein kinase type II alpha chain","refseq","XM_023163069.1","calcium/calmodulin-dependent protein kinase type II alpha chain","e",-0.891930678429667
"TU81","LOC111502272","G51","fasciclin-1","refseq","XM_023156342.1","fasciclin-1, transcript variant X1","i",1.65845048920125
"TU83","LOC111502272","G52","fasciclin-1","refseq","XM_023156487.1","fasciclin-1, transcript variant X3","=",2.29067006185439
"TU18264","LOC111506350","G10267","methylenetetrahydrofolate reductase","refseq","XM_023161387.1","methylenetetrahydrofolate reductase","j",-3.2424787710164
"TU18267","LOC111506351","G10269","CCR4-NOT transcription complex subunit 2","refseq","XM_023161388.1","CCR4-NOT transcription complex subunit 2, transcript variant X1","=",-0.646766496014702
"TU11778","LOC111503796","G6569","protein FAM117B-like","refseq","XM_023158203.1","protein FAM117B-like, transcript variant X1","=",-1.45310005359073
"TU11779","LOC111503796","G6569","protein FAM117B-like","refseq","XM_023158204.1","protein FAM117B-like, transcript variant X2","=",-2.55515291475304
"TU11771","LOC111503792","G6564","probable asparagine--tRNA ligase","refseq","XM_023158198.1","probable asparagine--tRNA ligase, mitochondrial","j",1.15120316867312
"TU16765","LOC111505798","G9455","protein MEMO1","refseq","XM_023160672.1","protein MEMO1","c",-0.624541716620586
"TU16760","LOC111505795","G9451","transcription factor Sp4-like","refseq","XM_023160668.1","transcription factor Sp4-like","j",0.830445951872828
"TU16768","LOC111505798","G9457","protein MEMO1","refseq","XM_023160672.1","protein MEMO1","e",-0.73539866770008
"TU14893","LOC111505074","G8389","coiled-coil domain-containing protein 96-like","refseq","XM_023159819.1","coiled-coil domain-containing protein 96-like","c",-6.85738655720918
"TU14890","LOC111505067","G8386","G protein-coupled receptor kinase 1","refseq","XM_023159813.1","G protein-coupled receptor kinase 1","=",-1.15366102353429
"TU13043","LOC111504347","G7338","calcium/calmodulin-dependent protein kinase kinase 1-like","refseq","XM_023158881.1","calcium/calmodulin-dependent protein kinase kinase 1-like, transcript variant X4","=",-9.20096832624719
"TU16494","LOC111505681","G9288","mediator of RNA polymerase II transcription subunit 6","refseq","XM_023160533.1","mediator of RNA polymerase II transcription subunit 6, transcript variant X1","i",1.44449070676246
"TU6699","LOC111518315","G3705","uncharacterized LOC111518315","refseq","XM_023174732.1","uncharacterized LOC111518315","=",1.60053112426239
"TU43679","LOC111516329","G25745","holotricin-3-like","refseq","XM_023172496.1","holotricin-3-like","j",-1.41569138981878
"TU43677","LOC111516330","G25744","keratin","refseq","XM_023172497.1","keratin, type I cytoskeletal 9-like","j",1.42375074356115
"TU43674","LOC111516328","G25743","WD repeat-containing protein 81-like","refseq","XM_023172495.1","WD repeat-containing protein 81-like","m",0.912007170700167
"TU29725","LOC111510799","G16837","ribonucleoside-diphosphate reductase large subunit-like","refseq","XM_023166746.1","ribonucleoside-diphosphate reductase large subunit-like","n",-0.870809902538831
"TU37551","LOC111513808","G21641","integrator complex subunit 14","refseq","XM_023170027.1","integrator complex subunit 14","=",0.359423457927891
"TU37555","LOC111513810","G21644","nicalin","refseq","XM_023170029.1","nicalin","=",-0.408538620438294
"TU37556","LOC111513814","G21645","senecionine N-oxygenase-like","refseq","XM_023170031.1","senecionine N-oxygenase-like","j",-1.40704913200733
"TU29729","LOC111510800","G16839","uncharacterized LOC111510800","refseq","XR_002722831.1","uncharacterized LOC111510800","=",2.54013630688279
"TU13764",NA,"G7736","* hypothetical protein AVEN_251045-1","novel","GBM17131","hypothetical protein AVEN_251045-1","u",0.898119258924002
"TU35950","LOC111513191","G20639","uncharacterized LOC111513191","refseq","XR_002723174.1","uncharacterized LOC111513191, transcript variant X1","o",1.81263975520896
"TU32986","LOC111512087","G18834","cuticle protein 10.6-like","refseq","XM_023168184.1","cuticle protein 10.6-like","=",-3.28703039792233
"TU38371","LOC111514128","G22158","sorting nexin-8-like","refseq","XM_023170360.1","sorting nexin-8-like, transcript variant X2","=",-0.557450509148683
"TU44031",NA,"G26016","* uncharacterized protein LOC111507633","novel","XP_023018748","uncharacterized protein LOC111507633","u",1.15909824858701
"TU43329","LOC111516183","G25481","uncharacterized LOC111516183","refseq","XR_002723642.1","uncharacterized LOC111516183","j",0.647841159902333
"TU40734","LOC111515101","G23680","uncharacterized LOC111515101","refseq","XR_002723476.1","uncharacterized LOC111515101","=",-2.39845731153616
"TU9936","LOC111503107","G5576","uncharacterized LOC111503107","refseq","XM_023157329.1","uncharacterized LOC111503107","c",-0.972224114206329
"TU9937","LOC111503107","G5576","uncharacterized LOC111503107","refseq","XM_023157329.1","uncharacterized LOC111503107","j",-23.0271002922579
"TU37921","LOC111513935","G21874","uncharacterized LOC111513935","refseq","XM_023170154.1","uncharacterized LOC111513935","j",2.64074585123794
"TU3090","LOC111512239","G1663","F-actin-uncapping protein LRRC16A","refseq","XM_023168345.1","F-actin-uncapping protein LRRC16A, transcript variant X2","=",-1.49156601301298
"TU3093","LOC111512286","G1666","probable helicase with zinc finger domain","refseq","XM_023168403.1","probable helicase with zinc finger domain, transcript variant X1","=",-0.769020612574628
"TU3092","LOC111512253","G1665","transmembrane protein 145","refseq","XM_023168356.1","transmembrane protein 145","=",-0.731213440064534
"TU25831","LOC111509262","G14558","esterase E4-like","refseq","XM_023164975.1","esterase E4-like","j",1.41458589550842
"TU25833",NA,"G14559","* hypothetical protein JTB14_029488","novel","KAG5858343","hypothetical protein JTB14_029488","u",1.25865956353196
"TU25835","LOC111509263","G14561","esterase FE4-like","refseq","XM_023164976.1","esterase FE4-like","x",3.04469717361449
"TU9062",NA,"G5061","* piggyBac transposable element-derived protein 4-like","novel","XP_031333105","piggyBac transposable element-derived protein 4-like","u",-6.91778737329453
"TU37611","LOC111513826","G21675","guanine nucleotide-binding protein subunit gamma-e","refseq","XM_023170043.1","guanine nucleotide-binding protein subunit gamma-e","=",1.11535033745274
"TU37610","LOC111513822","G21674","protein obstructor-E","refseq","XM_023170040.1","protein obstructor-E","k",-3.05508125743733
"TU45330",NA,"G27023","* putative pheromone esterase","novel","AIY68326","putative pheromone esterase","u",4.62519619640159
"TU23935",NA,"G13483","* zinc finger MYM-type protein 1-like","novel","KAG6456299","zinc finger MYM-type protein 1-like","u",-4.52892668122432
"TU23931","LOC111508562","G13479","uncharacterized LOC111508562","refseq","XM_023164109.1","uncharacterized LOC111508562","j",-21.1948849062101
"TU10889","LOC111503469","G6091","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like","refseq","XM_023157764.1","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like, transcript variant X2","j",3.05510720183009
"TU10888","LOC111503469","G6091","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like","refseq","XM_023157764.1","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like, transcript variant X2","j",22.2010840014767
"TU10882","LOC111503468","G6090","probable phospholipid-transporting ATPase VA","refseq","XM_023157762.1","probable phospholipid-transporting ATPase VA","o",-0.389688265917609
"TU24686","LOC111508847","G13894","zinc finger protein 260-like","refseq","XM_023164468.1","zinc finger protein 260-like","k",-1.45399724753849
"TU18874","LOC111506560","G10593","mitochondrial tRNA-specific 2-thiouridylase 1","refseq","XM_023161672.1","mitochondrial tRNA-specific 2-thiouridylase 1","j",1.63053669854118
"TU18873","LOC111506560","G10593","mitochondrial tRNA-specific 2-thiouridylase 1","refseq","XM_023161672.1","mitochondrial tRNA-specific 2-thiouridylase 1","=",0.696598951010316
"TU21307","LOC111507526","G11966","calcium-transporting ATPase type 2C member 1-like","refseq","XM_023162847.1","calcium-transporting ATPase type 2C member 1-like","j",-1.02255908341989
"TU21309","LOC111507528","G11968","tetratricopeptide repeat protein 27","refseq","XM_023162849.1","tetratricopeptide repeat protein 27","=",-0.682453103573907
"TU5032","LOC111517653","G2800","sulfate permease 2-like","refseq","XM_023173860.1","sulfate permease 2-like","=",-0.986072774794376
"TU22657","LOC111508043","G12745","pre-mRNA-splicing regulator female-lethal(2)D","refseq","XM_023163461.1","pre-mRNA-splicing regulator female-lethal(2)D","n",0.596106901669806
"TU19132","LOC111506648","G10738","guanine nucleotide-releasing factor 2","refseq","XM_023161780.1","guanine nucleotide-releasing factor 2, transcript variant X2","k",-0.828130064993025
"TU19131","LOC111506648","G10738","guanine nucleotide-releasing factor 2","refseq","XM_023161779.1","guanine nucleotide-releasing factor 2, transcript variant X1","k",-0.583783764951555
"TU19479","LOC111506813","G10920","armadillo repeat-containing protein 2-like","refseq","XM_023162018.1","armadillo repeat-containing protein 2-like","=",5.8187862829358
"TU42885","LOC111515988","G25154","forkhead box protein L2-like","refseq","XM_023172177.1","forkhead box protein L2-like","=",-1.30366713196424
"TU28799","LOC111510404","G16283","putative inorganic phosphate cotransporter","refseq","XM_023166315.1","putative inorganic phosphate cotransporter","=",-4.88395037874682
"TU28790","LOC111510401","G16281","uncharacterized LOC111510401","refseq","XM_023166305.1","uncharacterized LOC111510401, transcript variant X1","=",1.42460137092862
"TU43828","LOC111516401","G25867","uncharacterized LOC111516401","refseq","XM_023172567.1","uncharacterized LOC111516401","=",-1.00041360130528
"TU43820",NA,"G25861","* kinesin-like protein KIF16B","novel","KAG5864914","kinesin-like protein KIF16B","u",1.63160721670961
"TU10415",NA,"G5839","* uncharacterized protein LOC111502908","novel","XP_023012852","uncharacterized protein LOC111502908","u",-0.64170749948318
"TU28240","LOC111510186","G15944","uncharacterized LOC111510186","refseq","XM_023166077.1","uncharacterized LOC111510186","j",-1.69029356213947
"TU28241","LOC111510187","G15945","uncharacterized LOC111510187","refseq","XR_002722741.1","uncharacterized LOC111510187","=",-2.42885314534492
"TU24507","LOC111508788","G13795","uncharacterized LOC111508788","refseq","XM_023164400.1","uncharacterized LOC111508788","=",-1.03323426840227
"TU14914","LOC111505077","G8402","protein toll","refseq","XM_023159823.1","protein toll, transcript variant X2","j",-3.75631685914681
"TU35424","LOC111512994","G20309","uncharacterized LOC111512994","refseq","XM_023169153.1","uncharacterized LOC111512994, transcript variant X1","=",-0.704002386530407
