"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","male_log2FoldChange"
"TU39995",NA,"G23200","* protein GDAP2 homolog","novel","CAB0020773","protein GDAP2 homolog","u",19.7323605830946
"TU22849",NA,"G12854","* ---NA---","novel",NA,"---NA---","u",-1.09042121724449
"TU26695","LOC111509621","G15061","uncharacterized LOC111509621","refseq","XR_002722665.1","uncharacterized LOC111509621","=",2.34350010313209
"TU26697",NA,"G15062","* mucin-5AC ","novel","KAG5896059","mucin-5AC isoform X3","u",1.95434645692038
"TU26696","LOC111509618","G15062","flocculation protein FLO11-like","refseq","XM_023165391.1","flocculation protein FLO11-like","j",1.63869777306367
"TU41733","LOC111515511","G24370","mesoderm induction early response protein 1-like","refseq","XM_023171733.1","mesoderm induction early response protein 1-like","e",0.513893830760251
"TU43462","LOC111516225","G25583","membrane-bound transcription factor site-1 protease","refseq","XM_023172404.1","membrane-bound transcription factor site-1 protease","k",0.446204727556417
"TU27561","LOC111509939","G15562","synaptosomal-associated protein 25","refseq","XM_023165795.1","synaptosomal-associated protein 25","j",7.27530734433821
"TU20693",NA,"G11618","* hypothetical protein B7P43_G14177","novel","PNF42699","hypothetical protein B7P43_G14177","r",-0.543127569835033
"TU29752","LOC111510810","G16855","zinc finger protein 160-like","refseq","XM_023166758.1","zinc finger protein 160-like","=",0.755455917599144
"TU39140","LOC111514432","G22648","B1 protein-like","refseq","XM_023170676.1","B1 protein-like","=",1.70613639971758
"TU25665","LOC111509205","G14451","uncharacterized LOC111509205","refseq","XM_023164905.1","uncharacterized LOC111509205, transcript variant X3","=",-1.3811962256835
"TU25664","LOC111509205","G14451","uncharacterized LOC111509205","refseq","XM_023164902.1","uncharacterized LOC111509205, transcript variant X1","=",1.00275633402096
"TU8787","LOC111502660","G4916","uncharacterized LOC111502660","refseq","XM_023156784.1","uncharacterized LOC111502660","=",0.693247347014236
"TU21878","LOC111507752","G12284","vacuolar protein sorting-associated protein 8 homolog","refseq","XM_023163098.1","vacuolar protein sorting-associated protein 8 homolog","j",-21.4584453243362
"TU990","LOC111502693","G510","uncharacterized LOC111502693","refseq","XM_023156838.1","uncharacterized LOC111502693","j",21.3459836280704
"TU994","LOC111502693","G510","uncharacterized LOC111502693","refseq","XM_023156838.1","uncharacterized LOC111502693","j",-19.4434437495337
"TU10091","LOC111503165","G5660","uncharacterized LOC111503165","refseq","XM_023157399.1","uncharacterized LOC111503165","=",1.94552526790847
"TU10096","LOC111503171","G5665","O-acyltransferase like protein-like","refseq","XM_023157408.1","O-acyltransferase like protein-like","=",16.1814110380521
"TU42242","LOC111515719","G24721","multidrug resistance-associated protein 4-like","refseq","XM_023171924.1","multidrug resistance-associated protein 4-like","j",-6.14029829581422
"TU34110","LOC111512497","G19498","zonadhesin-like","refseq","XM_023168632.1","zonadhesin-like","j",23.3994456664247
"TU6371","LOC111518178","G3524","nuclear factor NF-kappa-B p110 subunit-like","refseq","XM_023174540.1","nuclear factor NF-kappa-B p110 subunit-like","j",-0.61887043748459
"TU43625","LOC111516302","G25707","leucine-rich PPR motif-containing protein","refseq","XM_023172470.1","leucine-rich PPR motif-containing protein, mitochondrial-like","=",0.552172725394956
"TU565","LOC111517925","G300","facilitated trehalose transporter Tret1-like","refseq","XM_023174228.1","facilitated trehalose transporter Tret1-like","=",0.774063966154076
"TU15702","LOC111505391","G8854","ADAMTS-like protein 3","refseq","XM_023160182.1","ADAMTS-like protein 3, transcript variant X2","j",5.61289508490023
"TU15704","LOC111505391","G8854","ADAMTS-like protein 3","refseq","XM_023160184.1","ADAMTS-like protein 3, transcript variant X3","j",19.5083446015852
"TU15706","LOC111505391","G8854","ADAMTS-like protein 3","refseq","XM_023160181.1","ADAMTS-like protein 3, transcript variant X1","j",2.60943610283653
"TU1664","LOC111505262","G877","uncharacterized LOC111505262","refseq","XR_002722098.1","uncharacterized LOC111505262","=",2.49202928885737
"TU45086",NA,"G26824","* sphingolipid delta(4)-desaturase DES1 ","novel","XP_018329629","sphingolipid delta(4)-desaturase DES1 isoform X2","u",-3.16347411307574
"TU7848","LOC111502262","G4366","ras-related protein Rab-14","refseq","XM_023156286.1","ras-related protein Rab-14, transcript variant X1","=",0.566234739953595
"TU45176","LOC111517022","G26899","protein C10","refseq","XM_023173080.1","protein C10","=",0.474688351586512
"TU2317","LOC111508719","G1252","engulfment and cell motility protein 1","refseq","XM_023164325.1","engulfment and cell motility protein 1","j",0.829820025519958
"TU24841","LOC111508902","G13973","cell wall protein IFF6-like","refseq","XM_023164539.1","cell wall protein IFF6-like, transcript variant X4","j",19.5690993285014
"TU24551","LOC111508807","G13822","dual specificity protein phosphatase CDC14B","refseq","XM_023164420.1","dual specificity protein phosphatase CDC14B","=",0.63905354003206
"TU8014","LOC111502316","G4446","RNA binding protein fox-1 homolog 1-like","refseq","XM_023156379.1","RNA binding protein fox-1 homolog 1-like, transcript variant X2","=",1.23753862233131
"TU38079",NA,"G21974","* ---NA---","novel",NA,"---NA---","u",-0.862257508950306
"TU43899",NA,"G25924","* alpha-taxilin","novel","XP_023026488","alpha-taxilin","u",6.41948542194032
"TU23238","LOC111508303","G13083","apolipoprotein D","refseq","XM_023163753.1","apolipoprotein D","=",-1.00992829722342
"TU45044","LOC111516942","G26789","protein BFR2-like","refseq","XM_023173025.1","protein BFR2-like","=",0.979769529554732
"TU32367","LOC111511836","G18450","myosin light chain alkali-like","refseq","XM_023167856.1","myosin light chain alkali-like","i",-1.71764922306366
"TU37628",NA,"G21687","* ubiquitin carboxyl-terminal hydrolase 2 ","novel","XP_018565400","ubiquitin carboxyl-terminal hydrolase 2 isoform X3","r",-1.293061045639
"TU12611","LOC111504143","G7055","breast cancer anti-estrogen resistance protein 3","refseq","XM_023158639.1","breast cancer anti-estrogen resistance protein 3, transcript variant X2","j",22.179793670712
"TU15963","LOC111505488","G8989","RNA polymerase II-associated protein 3","refseq","XM_023160307.1","RNA polymerase II-associated protein 3","i",1.82204542418863
"TU22627","LOC111508032","G12725","mannose-1-phosphate guanyltransferase beta","refseq","XM_023163450.1","mannose-1-phosphate guanyltransferase beta, transcript variant X1","j",-22.7641431000728
"TU17535","LOC111506097","G9879","uncharacterized LOC111506097","refseq","XM_023161047.1","uncharacterized LOC111506097","o",1.43310218122494
"TU25161","LOC111509014","G14157","RNA-binding protein fusilli-like","refseq","XM_023164681.1","RNA-binding protein fusilli-like","=",0.942907942689293
"TU17531","LOC111506096","G9877","uncharacterized LOC111506096","refseq","XR_002722222.1","uncharacterized LOC111506096","=",-0.906527118641073
"TU15346","LOC111505267","G8658","uncharacterized MFS-type transporter C09D4.1-like","refseq","XM_023160044.1","uncharacterized MFS-type transporter C09D4.1-like","o",1.64801864128004
"TU23575","LOC111508433","G13288","uncharacterized LOC111508433","refseq","XM_023163924.1","uncharacterized LOC111508433, transcript variant X1","j",14.7020106174994
"TU6088","LOC111518061","G3362","nuclear transcription factor Y subunit alpha","refseq","XM_023174394.1","nuclear transcription factor Y subunit alpha","y",0.619229266731829
"TU28294",NA,"G15974","* R2 non-LTR retrotransposon","novel","KAG5898278","R2 non-LTR retrotransposon","u",-1.28943371355542
"TU25205","LOC111509031","G14191","SIFamide-related peptide","refseq","XM_023164699.1","SIFamide-related peptide","c",-2.43213319803679
"TU13930","LOC111504682","G7838","macrophage mannose receptor 1-like","refseq","XM_023159357.1","macrophage mannose receptor 1-like","i",-20.5049449926605
"TU34707","LOC111512718","G19867","protein BCCIP homolog","refseq","XM_023168869.1","protein BCCIP homolog","=",-0.426830607693951
"TU37731","LOC111513869","G21749","lysosomal alpha-glucosidase-like","refseq","XM_023170090.1","lysosomal alpha-glucosidase-like, transcript variant X1","=",0.714729586163791
"TU37734","LOC111513873","G21751","actin-related protein 6-like","refseq","XM_023170094.1","actin-related protein 6-like","=",0.483126174503861
"TU6505","LOC111518241","G3602","uncharacterized LOC111518241","refseq","XM_023174634.1","uncharacterized LOC111518241","j",17.9156841997146
"TU29564","LOC111510732","G16741","peroxisomal membrane protein 11B","refseq","XM_023166672.1","peroxisomal membrane protein 11B","j",20.9220521262968
"TU9212",NA,"G5141","* uncharacterized protein LOC115882111","novel","XP_030755815","uncharacterized protein LOC115882111","u",-1.22226671136141
"TU5747","LOC111517921","G3170","pancreatic triacylglycerol lipase-like","refseq","XM_023174221.1","pancreatic triacylglycerol lipase-like","i",-1.71410301073902
"TU730","LOC111502042","G374","esterase B1-like","refseq","XM_023156015.1","esterase B1-like, transcript variant X2","j",18.1447873785031
"TU37422","LOC111513752","G21554","pollen-specific leucine-rich repeat extensin-like protein 1","refseq","XM_023169977.1","pollen-specific leucine-rich repeat extensin-like protein 1","j",2.0314290178048
"TU32617",NA,"G18608","* uncharacterized protein LOC111515510","novel","XP_023027500","uncharacterized protein LOC111515510","u",-1.08015690602111
"TU32611","LOC111511942","G18605","slit homolog 3 protein-like","refseq","XM_023168020.1","slit homolog 3 protein-like, transcript variant X1","=",-1.37285926982016
"TU32612","LOC111511942","G18605","slit homolog 3 protein-like","refseq","XR_002723003.1","slit homolog 3 protein-like, transcript variant X2","=",10.0720731287965
"TU19170","LOC111506666","G10757","uncharacterized LOC111506666","refseq","XM_023161797.1","uncharacterized LOC111506666","j",-21.6261113954232
"TU3376","LOC111513813","G1829","lipase 3-like","refseq","XM_023170034.1","lipase 3-like","=",-1.80133722409903
"TU30616","LOC111511146","G17366","uncharacterized LOC111511146","refseq","XM_023167158.1","uncharacterized LOC111511146","j",1.0394423847723
"TU38462","LOC111514162","G22221","TOM1-like protein 2","refseq","XM_023170398.1","TOM1-like protein 2","j",22.205480646123
"TU2290","LOC111508416","G1245","longitudinals lacking protein","refseq","XM_023163962.1","longitudinals lacking protein, isoforms H/M/V, transcript variant X9","=",1.37549214686465
"TU2294","LOC111508416","G1245","longitudinals lacking protein","refseq","XM_023163899.1","longitudinals lacking protein, isoforms H/M/V, transcript variant X1","=",0.951415718451227
"TU2298","LOC111508416","G1245","longitudinals lacking protein","refseq","XM_023164018.1","longitudinals lacking protein, isoforms H/M/V, transcript variant X16","=",0.928117432860506
"TU2299","LOC111508416","G1245","longitudinals lacking protein","refseq","XM_023164051.1","longitudinals lacking protein, isoforms H/M/V, transcript variant X20","=",5.53486570591323
"TU25360","LOC111509084","G14273","E3 ubiquitin-protein ligase LRSAM1-like","refseq","XM_023164767.1","E3 ubiquitin-protein ligase LRSAM1-like","o",0.598823249315843
"TU25363",NA,"G14275","* putative RNA-directed DNA polymerase from transposon BS-like Protein","novel","VEN35101","putative RNA-directed DNA polymerase from transposon BS-like Protein","u",0.984860912513484
"TU11876",NA,"G6631","* ---NA---","novel",NA,"---NA---","u",-0.718106802703324
"TU40439","LOC111514991","G23486","zinc finger protein interacting with ribonucleoprotein K-like","refseq","XM_023171223.1","zinc finger protein interacting with ribonucleoprotein K-like","=",0.621555353513819
"TU22351","LOC111507929","G12570","proteasome subunit alpha type-5","refseq","XM_023163316.1","proteasome subunit alpha type-5, transcript variant X1","=",-0.447706481377731
"TU9151","LOC111502787","G5109","A disintegrin and metalloproteinase with thrombospondin motifs 9","refseq","XM_023156945.1","A disintegrin and metalloproteinase with thrombospondin motifs 9, transcript variant X2","j",-2.76063356449342
"TU26188","LOC111509412","G14781","rho GTPase-activating protein conundrum-like","refseq","XM_023165161.1","rho GTPase-activating protein conundrum-like","j",1.06553990487172
"TU26187","LOC111509412","G14781","rho GTPase-activating protein conundrum-like","refseq","XM_023165161.1","rho GTPase-activating protein conundrum-like","j",0.920221517333297
"TU36067","LOC111513242","G20713","glutaminase liver isoform","refseq","XM_023169411.1","glutaminase liver isoform, mitochondrial","j",-1.37023962521851
"TU13772",NA,"G7743","* ---NA---","novel",NA,"---NA---","u",1.25407066906418
"TU24113","LOC111508615","G13574","cysteine-rich hydrophobic domain-containing protein 2","refseq","XM_023164182.1","cysteine-rich hydrophobic domain-containing protein 2, transcript variant X2","k",-21.5270700980751
"TU24116",NA,"G13576","* ATP-binding cassette sub-family F member 3","novel","XP_028142637","ATP-binding cassette sub-family F member 3","u",-1.34965701612293
"TU12425","LOC111504044","G6938","proteasome-associated protein ECM29 homolog","refseq","XM_023158520.1","proteasome-associated protein ECM29 homolog","j",-0.563197437889096
"TU14060","LOC111504740","G7918","chitinase-3-like protein 2","refseq","XM_023159423.1","chitinase-3-like protein 2","c",0.785540131745741
"TU16689","LOC111505758","G9409","piggyBac transposable element-derived protein 4-like","refseq","XM_023160621.1","piggyBac transposable element-derived protein 4-like","k",-21.5264105497327
"TU17082","LOC111505922","G9637","uncharacterized LOC111505922","refseq","XM_023160826.1","uncharacterized LOC111505922, transcript variant X1","i",-1.78827888022355
"TU16350","LOC111505635","G9203","uncharacterized LOC111505635","refseq","XM_023160478.1","uncharacterized LOC111505635","k",-1.94320126299005
"TU30899","LOC111511255","G17536","uncharacterized LOC111511255","refseq","XM_023167265.1","uncharacterized LOC111511255","j",17.6360681004026
"TU28760","LOC111510390","G16263","nose resistant to fluoxetine protein 6-like","refseq","XM_023166298.1","nose resistant to fluoxetine protein 6-like, transcript variant X1","=",4.04319316788765
"TU9394",NA,"G5262","* ---NA---","novel",NA,"---NA---","u",21.9798361573861
"TU9395",NA,"G5263","* ---NA---","novel",NA,"---NA---","u",21.1037576497961
"TU9393",NA,"G5262","* ---NA---","novel",NA,"---NA---","u",0.660549535083116
"TU6712",NA,"G3711","* uncharacterized protein LOC111691341","novel","XP_023309738","uncharacterized protein LOC111691341","r",-1.85698092748868
"TU3949","LOC111516603","G2160","zinc finger protein 883-like","refseq","XM_023172753.1","zinc finger protein 883-like","j",-1.34058203342944
"TU32132","LOC111511737","G18291","MAP kinase-activated protein kinase 2","refseq","XM_023167768.1","MAP kinase-activated protein kinase 2","j",0.671563586898046
"TU5037","LOC111517669","G2804","uncharacterized LOC111517669","refseq","XM_023173875.1","uncharacterized LOC111517669","m",0.937309691823433
